product,protein,fat,carbs,calories,price,weight_per_100g,full_package_weight,is_promo,category
"ნაყინი ჯოხზე ""ესკიმა"" შოკოლადის/შავი შოკოლადის სარკალში არაქისით",22.0,14.0,30.0,340.0,1.8,,130000.0,0,ტკბილეული და ნაყინი
"ნაყინი ესკიმო ""ინდიგო"" თხილის შოკოლადით",21.0,13.0,29.0,330.0,3.5,,130000.0,0,ტკბილეული და ნაყინი
"ნაყინი ""ლოლო"" ვანილის",11.0,7.0,23.0,200.0,1.8,,120000.0,0,ტკბილეული და ნაყინი
"ნაყინი ჯოხზე ""ინდიგო"" ვანილის/რძიანი შოკოლადის სარკალში",18.0,11.0,31.0,300.0,3.5,,130000.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაყინი ჯოხზე ""ინდიგო"" შავი შოკოლადის სარკალში",19.0,12.0,31.0,310.0,3.5,,130000.0,0,ტკბილეული და ნაყინი
"ნაყინი ესკიმო ""ინდიგო"" ნუშის თეთრი შოკოლადით",22.0,14.0,30.0,340.0,3.5,,130000.0,0,ტკბილეული და ნაყინი
"ნაყინი ჭიქის ""თოლია"" ვანილის/მარწყვის ჯემით",12.0,7.0,24.0,210.0,1.2,,110000.0,0,ტკბილეული და ნაყინი
"ნაყინი ჭიქის ""თოლია"" ვანილი/შოკოლადი",13.0,8.0,25.0,225.0,1.2,,110000.0,0,ტკბილეული და ნაყინი
"ნაყინი სიურპრიზით ""სკუპი"" ვანილის/რძიანი შოკოლადის ბურთულებით /ბიჭი/",17.0,10.0,28.0,290.0,3.9,,60.0,0,ტკბილეული და ნაყინი
"ნაყინი სიურპრიზით ""სკუპი"" ვანილის/რძიანი შოკოლადის ბურთულებით /გოგო/",17.0,10.0,28.0,290.0,3.9,,60.0,0,ტკბილეული და ნაყინი
"ნაყინი ჯოხზე ""თოლია"" ვანილი/რძიანი შოკოლადი",18.0,11.0,30.0,305.0,1.8,,130000.0,0,ტკბილეული და ნაყინი
"ნაყინი სენდვიჩი ""თოლია"" კრემ-ბრიულე",14.0,9.0,27.0,255.0,1.8,,110000.0,0,ტკბილეული და ნაყინი
"ნაყინი ჭიქის ""თოლია"" ვანილის/კარამელით",13.0,8.0,26.0,235.0,1.2,,110000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი/კრემ-ბრულე",14.0,8.0,26.0,240.0,29.0,,5000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილის",11.0,7.0,23.0,200.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი",11.0,7.0,23.0,200.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" კრემბრიულე",14.0,8.0,26.0,240.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" შოკოლადის",14.0,8.0,26.0,245.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილის",11.0,7.0,23.0,200.0,13.8,,2000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილის",11.0,7.0,23.0,200.0,29.0,,5000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი",11.0,7.0,23.0,200.0,13.8,,2000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი/მარწყვი",11.0,7.0,24.0,205.0,13.8,,2000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" ვანილის/მარწყვის ჯემით",11.0,7.0,23.0,200.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
"ნაყინი საოჯახო ""თოლია"" მარწყვი",10.0,6.0,22.0,195.0,7.8,,1000000.0,0,ტკბილეული და ნაყინი
ჰალვა მზესუმზირის „მააგ“,30.0,5.0,55.0,520.0,1.99,,200.0,0,ტკბილეული და ნაყინი
ჰალვა მზესუმზირის „მააგ“ არაქისით,35.0,7.0,50.0,540.0,2.8,,200.0,0,ტკბილეული და ნაყინი
"გოზინაყი მზესუმზირის ""აზოვი""",28.0,4.0,58.0,510.0,1.65,,150.0,0,ტკბილეული და ნაყინი
"რაჰათ-ლუქუმი ""აზოვი"" ხილის მიქსი",1.0,0.2,92.0,380.0,3.8,,200.0,0,ტკბილეული და ნაყინი
"გოზინაყი მზესუმზირის ""აზოვი"" ასორტი",29.0,5.0,56.0,515.0,3.99,,280.0,0,ტკბილეული და ნაყინი
"გოზინაყი მიწის თხილის ""სანდომი""",32.0,6.0,54.0,530.0,12.5,,500.0,0,ტკბილეული და ნაყინი
"ჰალვა მზესუმზირის დიაბეტური ""ხბფ"" ცარსკაია ფრუქტოზაზე",25.0,4.0,50.0,450.0,3.45,,180.0,0,ტკბილეული და ნაყინი
"მინი კრუასანი ""7 Days"" კაკაოს კრემით",22.0,10.0,55.0,430.0,2.6,,60.0,0,ტკბილეული და ნაყინი
"მინი კრუასანი ""7 Days"" კაკაოს კრემით",22.0,10.0,55.0,430.0,6.5,,185.0,0,ტკბილეული და ნაყინი
"მიდი კრუასანი ""7 Days"" ვანილის და კაკაოს კრემით",24.0,11.0,53.0,440.0,2.3,,60.0,0,ტკბილეული და ნაყინი
"მინი კრუასანი ""ჩიპიკაო"" კაკაოს კრემით",20.0,9.0,58.0,420.0,2.6,,60.0,0,ტკბილეული და ნაყინი
"მიდი კრუასანი ""ჩიპიკაო"" კაკაოს კრემით",20.0,9.0,58.0,420.0,2.3,,60.0,0,ტკბილეული და ნაყინი
"ზეფირი ""ბელო-როზოვი"" ვანილის და ჟოლოს გემოთი",1.5,0.5,85.0,370.0,5.45,,260.0,0,ტკბილეული და ნაყინი
"ნამცხვარი ""ტკბილი ქვეყანა"" მედოკი",25.0,12.0,60.0,480.0,9.95,,500.0,0,ტკბილეული და ნაყინი
"ნაზუქი ""ვინილი""",28.0,15.0,55.0,500.0,2.5,,330.0,0,ტკბილეული და ნაყინი
"ფახლავა ""ტიფლის ბაქლავა"" თურქული 12ც",26.0,18.0,52.0,460.0,10.99,,12.0,0,ტკბილეული და ნაყინი
"დუბაის ფახლავა ""ტიფლის ბაქლავა"" 2ც",27.0,20.0,50.0,470.0,9.95,,2.0,0,ტკბილეული და ნაყინი
"ღვინო თეთრი ""თელიანი ველი"" წინანდალი (მშრალი)",0,0,2.0,80.0,15.95,,750.0,0,სასმელები
"ღვინო თეთრი ""თელიანი ველი"" ალაზნის ველი",0,0,2.2,82.0,10.95,,750.0,0,სასმელები
ღვინო თეთრი „ვაზისა“ კლასიკური (მშრალი),0,0,1.8,78.0,17.95,,750.0,0,სასმელები
ღვინო ქარვისფერი „ვაზისა“ ქვევრი (მშრალი),0,0,2.5,85.0,18.95,,750.0,0,სასმელები
"ღვინო თეთრი ""თელიანი ველი"" მწვანე (მშრალი)",0,0,2.0,80.0,11.95,,750.0,0,სასმელები
ღვინო თეთრი „კიმელი“ რქაწითელი (მშრალი),0,0,2.0,79.0,14.95,,750.0,0,სასმელები
"ღვინო წითელი ""თელიანი ველი"" ალაზნის ველი (ნ/ტკბილი)",0,0,2.5,83.0,12.95,,750.0,0,სასმელები
"ღვინო წითელი ""თელიანი ველი"" ქინძმარაული (ნ/ტკბილი)",0,0,2.6,84.0,27.95,,750.0,0,სასმელები
"ღვინო წითელი ""თელიანი ველი"" საფერავი (მშრალი)",0,0,2.3,82.0,18.95,,750.0,0,სასმელები
ღვინო წითელი „ვაზისა“ საფერავი (მშრალი),0,0,2.3,82.0,19.95,,750.0,0,სასმელები
ღვინო წითელი „კიმელი“ ქინძმარაული (ნ/ტკბილი),0,0,2.8,85.0,19.95,,750.0,0,სასმელები
"ღვინო ცქრიალა ""მუხრანი"" კლასიკური (ბრუტი)",0,0,4.0,75.0,12.95,,750.0,0,სასმელები
"ღვინო ცქრიალა ""ფიორელი"" ფრაგოლინო ბიანკო 7%",0,0,3.5,72.0,14.95,,750.0,0,სასმელები
"ლუდი ""ბავარია"" (შუშა)",0,0,3.5,42.0,4.5,,500.0,0,სასმელები
"ლუდი ""ეფესი"" (შუშა)",0,0,3.6,43.0,5.3,,450.0,0,სასმელები
"არაყი ""სერებრიანი კუპაჟ"" 40%",0,0,10,231.0,14.95,,700.0,0,სასმელები
"არაყი ""ნემიროვი"" დელიკატი",0,0,10,230.0,24.95,,700.0,0,სასმელები
"ვისკი ""JACK DANIELS"" 40%",0,0,10,231.0,99.95,,700.0,0,სასმელები
"ვისკი ""JOHN JAMESON"" 40%",0,0,10,230.0,99.95,,700.0,0,სასმელები
"ვისკი ""Clan Macgregor"" 40%",0,0,10,231.0,49.95,,500,0,სასმელები
"ვისკი ""JOHNNIE WALKER"" წითელი 40%",0,0,10,231.0,47.95,,500.0,0,სასმელები
"ვისკი ""Clan Macgregor"" 40%",0,0,10,231.0,29.95,,500.0,0,სასმელები
"ვისკი ""JACK DANIELS"" Honey",0,0,0.5,235.0,99.95,,700.0,0,სასმელები
"ტეკილა ""Sierra"" სილვერი 38%",0,0,10,225.0,59.95,,700.0,0,სასმელები
"ჯინი ""Beefeater""",0,0,10,235.0,74.95,,700.0,0,სასმელები
"ლიქიორი ""BAILEY'S"" 17%",0,0,30.0,330.0,54.95,,500.0,0,სასმელები
"მარტინი ""BIANCO"" 16%",0,0,13.0,140.0,54.95,,500,0,სასმელები
"მარტინი ""BIANCO"" 16%",0,0,13.0,140.0,29.95,,500.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი"" ციტრუსი",0,0,10.0,40.0,1.6,,500.0,0,სასმელები
"ცივი ყავა ""MOON WALKER"" კაპუჩინო",0,0,14.0,55.0,3.95,,240000.0,0,სასმელები
"გამაგრილებელი სასმელი ""iCola""",0,0,10.6,42.0,0.99,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""iCola""",0,0,10.6,42.0,2.95,,2000.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,3.95,,2250.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" ბლექი",0,0,9.5,38.0,3.95,,2250.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" ლიმონი",0,0,10.0,40.0,1.75,,500.0,0,სასმელები
"ცივი ჩაი ""ლიპტონ"" ჟოლო",0,0,6.0,25.0,2.3,,500.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" მსხალი",0,0,12.0,50.0,4.75,,2000.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" ტარხუნა",0,0,12.0,48.0,4.75,,2000.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" ლიმონი",0,0,12.5,49.0,3.15,,500,0,სასმელები
"ლიმონათი ""ნატახტარი"" ლიმონი",0,0,12.5,49.0,4.75,,2000.0,0,სასმელები
"ლიმონათი ""ბორჯომი"" მსხალი (შუშა)",0,0,12.0,48.0,3.45,,500.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" მსხალი",0,0,12.0,50.0,3.15,,500,0,სასმელები
"ლიმონათი ""ნატახტარი"" ნაღები",2.5,20,12.0,48.0,4.75,,2000.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" ნაღები",2.5,20,12.0,48.0,3.15,,500,0,სასმელები
"ლიმონათი ""ნატახტარი"" ტარხუნა",0,0,12.0,48.0,3.15,,500,0,სასმელები
"ლიმონათი ""ნატახტარი"" მსხალი 0 კალორიით",18,22,1.2,5.0,3.15,,500,0,სასმელები
"ლიმონათი ""ბორჯომი"" ტარხუნა (შუშა)",0,0,12.0,48.0,3.15,,500.0,0,სასმელები
ლიმონათი „ნატახტარი“ ფეიხოა,0,0,12.5,49.0,3.45,,500,0,სასმელები
"ლიმონათი ""ბორჯომი"" მსხალი",0,0,12.0,48.0,3.15,,330.0,0,სასმელები
"ლიმონათი ""ნატახტარი"" მსხალი (პეტი)",0,0,12.0,50.0,2.75,,500.0,0,სასმელები
"წვენი ""ჰოპი"" ბროწეული (ტეტრაპაკი)",0,0,11.0,45.0,1.99,,500,0,სასმელები
"წვენი ""აგუშა"" მსხალი (პაუჩი)",0,0,13.0,52.0,2.55,,200.0,0,სასმელები
"წვენი ""სანდორა"" ფორთოხალი-მანდარინი (ტეტრაპაკი)",0,0,12.0,48.0,2.1,,950.0,0,სასმელები
"წვენი ""სანდორა"" გრეიპფრუტი (ტეტრაპაკი)",0,0,10.0,42.0,5.95,,950.0,0,სასმელები
"წვენი ""აგუშა"" ვაშლი (პაუჩი)",0,0,11.5,46.0,5.95,,200.0,0,სასმელები
"წვენი ""აგუშა"" ვაშლი-ატამი (პაუჩი)",0,0,11.8,47.0,2.1,,200.0,0,სასმელები
"წვენი ""ლავი"" გარგარი (ტეტრაპაკი)",0,0,12.5,50.0,2.1,,500,0,სასმელები
"ენერგეტიკული სასმელი ""iENERGY""",0,0,11.0,45.0,3.75,,330.0,0,სასმელები
ენერგეტიკული სასმელი ”რედ ბულ”,0,0,11.0,45.0,1.2,,250.0,0,სასმელები
"ღვინო თეთრი ""ალავი"" კახური (მშრალი)",0,0,2.0,80.0,4.3,,500,0,სასმელები
"ღვინო თეთრი ""სმური"" კახური (მშრალი)",0,0,2.0,79.0,5.5,,750.0,0,სასმელები
"ღვინო თეთრი ""სმური"" ევროპული (მშრალი)",0,0,1.8,78.0,8.5,,750.0,0,სასმელები
ღვინო წითელი''გონაძე'' ხვანჭკარა (ნ/ტკბილი),0,0,2.6,84.0,39.95,,750.0,0,სასმელები
"ღვინო წითელი ""სმური"" საფერავი (მშრალი)",0,0,2.3,82.0,7.5,,750.0,0,სასმელები
"ღვინო წითელი ""სმური"" ალაზნის ველი (ტკბილი)",0,0,6.0,95.0,7.5,,750.0,0,სასმელები
"ღვინო თეთრი ""ალავი"" კახური (მშრალი)",0,0,2.0,80.0,29.95,,5000.0,0,სასმელები
"ღვინო ცქრიალა ""ბაგრატიონი"" კლასიკური (ნ/ტკბილი)",0,0,4.0,82.0,15.95,,750.0,0,სასმელები
"ღვინო ცქრიალა ""ბაგრატიონი"" კლასიკური (ნ/მშრალი)",0,0,3.0,78.0,15.95,,750.0,0,სასმელები
"ლუდი ""ნატახტარი"" ექსტრა 8% (ქილა)",0,0,5.0,55.0,4.95,,500.0,0,სასმელები
"ლუდი ""ქარვა"" (ქილა)",0,0,4.0,45.0,3.45,,500.0,0,სასმელები
"ლუდი ""ლოვენბრაუ"" (ქილა)",0,0,4.2,47.0,4.95,,500.0,0,სასმელები
"ლუდი ""შავი ლომი"" IPA (შუშა)",0,0,4.5,50.0,6.95,,500.0,0,სასმელები
"ლუდი ""ნატახტარი"" (ქილა)",0,0,3.5,42.0,4.3,,500.0,0,სასმელები
"ლუდი ""ეფეს"" (ქილა)",0,0,3.6,43.0,5.3,,500.0,0,სასმელები
"ლუდი ""ჰაინეკენი"" (ქილა)",0,0,3.5,42.0,5.4,,500.0,0,სასმელები
"ლუდი ""აილუდი"" (პეტი)",0,0,3.2,40.0,6.49,,2500.0,0,სასმელები
"ლუდი ""ლოვენბრაუ"" (პეტი)",0,0,4.2,47.0,16.25,,2500.0,0,სასმელები
"ლუდი ""ქარვა"" (პეტი)",0,0,4.0,45.0,15.3,,2500.0,0,სასმელები
"ლუდი ""კასრის"" (პეტი)",0,0,3.0,38.0,8.65,,1500.0,0,სასმელები
"ლუდი ""ნატახტარი"" (პეტი)",0,0,3.5,42.0,13.95,,2350.0,0,სასმელები
"ლუდი ""ლოვენბრაუ""",0,0,4.2,47.0,4.95,,500.0,0,სასმელები
"ლუდი ""კორონა"" ექსტრა",0,0,3.3,41.0,6.95,,355.0,0,სასმელები
"ლუდი ""ქარვა""",0,0,4.0,45.0,4.65,,500.0,0,სასმელები
"ლუდი ""ნატახტარი""",0,0,3.5,42.0,4.3,,500.0,0,სასმელები
"ლუდი ""ტაატი"" ნეიპა (შუშა)",0,0,4.5,48.0,6.95,,500.0,0,სასმელები
"ლუდი ""ბექსი"" (შუშა)",0,0,3.5,42.0,6.65,,500.0,0,სასმელები
"ლუდი ""კასრის""",0,0,3.0,38.0,4.3,,500.0,0,სასმელები
"ლუდი ""ჟიგული""",0,0,3.2,40.0,7.7,,900.0,0,სასმელები
"ლუდი ""ჰაინეკენი""",0,0,3.5,42.0,5.95,,500.0,0,სასმელები
"კოქტეილი ""შეიკი"" სექსი პლაჟზე",0,0,12.0,95.0,4.25,,330.0,0,სასმელები
"არაყი ""უროჟაი"" 40%",0,0,10,231.0,6.5,,250.0,0,სასმელები
"არაყი ""ხორტიცა"" აისი",0,0,10,230.0,22.95,,700.0,0,სასმელები
"არაყი ""სტოლიჩნაია""",0,0,10,231.0,34.95,,700.0,0,სასმელები
"არაყი ""ხორტიცა"" კლასიკი",0,0,10,230.0,20.95,,700.0,0,სასმელები
"არაყი ""უროჟაი"" 40%",0,0,10,231.0,8.99,,500.0,0,სასმელები
"არაყი ""აბსოლუტი"" ბლუ 40%",0,0,10,231.0,59.95,,500,0,სასმელები
"არაყი ""ფინლანდია"" 40%",0,0,10,231.0,59.95,,500,0,სასმელები
"არაყი ""სტოლიჩნაია"" ექსელენთი",0,0,10,231.0,39.95,,700.0,0,სასმელები
"არაყი ""ფინლანდია"" 40%",0,0,10,231.0,22.99,,500.0,0,სასმელები
"ბრენდი ""სარაჯიშვილი"" 3*",0,0,10,230.0,13.95,,200.0,0,სასმელები
"ბრენდი ""სარაჯიშვილი"" 3*",0,0,10,230.0,23.5,,500.0,0,სასმელები
"ბრენდი ""St-Remy"" VSOP 40%",0,0,10,231.0,47.95,,700.0,0,სასმელები
"ბრენდი ""სომხური სიმბოლო""",0,0,10,230.0,16.95,,500.0,0,სასმელები
"ვისკი ""Old Level"" წითელი 40%",0,0,10,231.0,19.99,,700.0,0,სასმელები
"ვისკი ""JOHNNIE WALKER"" წითელი 40%",0,0,10,231.0,84.95,,500,0,სასმელები
"ლიქიორი ""Jagermeister"" 35%",0,0,25.0,320.0,49.95,,500.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი""",0,0,10,40,1.0,,500.0,0,სასმელები
"წყალი სასმელი ""ჯეო ნატურა""",0,0,10,40,0.75,,500.0,0,სასმელები
"წყალი სასმელი ""ჯეო ნატურა""",0,0,10,40,1.65,,1500.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი"" ციდა",0,0,2.5,10.0,1.25,,330.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი""",0,0,10,40,1.9,,1500.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი"" ლიმონის",0,0,3.0,12.0,1.6,,500.0,0,სასმელები
"წყალი სასმელი ""ბახმარო""",0,0,10,40,5.95,,6000.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი""",0,0,10,40,4.2,,3000.0,0,სასმელები
"წყალი სასმელი ""ბაკურიანი""",0,0,10,40,5.95,,6000.0,0,სასმელები
"წყალი მინერალური ""ნაბეღლავი""",0,0,10,40,1.95,,500,0,სასმელები
"წყალი მინერალური ""ლიკანი""",0,0,10,40,1.75,,500,0,სასმელები
"წყალი მინერალური ""ლიკანი""",0,0,10,40,2.55,,1500.0,0,სასმელები
"წყალი მინერალური ""ბორჯომი""",0,0,10,40,2.3,,500,0,სასმელები
"წყალი მინერალური ""ნაბეღლავი""",0,0,10,40,1.5,,500.0,0,სასმელები
"წყალი მინერალური ""ლიკანი""",0,0,10,40,1.45,,600.0,0,სასმელები
"წყალი მინერალური ""ბორჯომი"" (შუშა)",0,0,10,40,2.6,,500.0,0,სასმელები
"წყალი მინერალური ""ბორჯომი""",0,0,10,40,1.65,,500.0,0,სასმელები
"წყალი მინერალური ""ბორჯომი"" (ქილა)",0,0,10,40,1.85,,330.0,0,სასმელები
"გამაგრილებელი სასმელი ""iFun""",0,0,9.5,38.0,0.99,,500.0,0,სასმელები
"მოჰიტო ""myMojito"" კლასიკი (პეტი)",0,0,11.0,45.0,0.99,,500000.0,0,სასმელები
"გამაგრილებელი სასმელი ""iFun""",0,0,9.5,38.0,2.95,,2000.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" ბლექი",0,0,9.5,38.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" (ქილა)",0,0,11.0,41.0,1.8,,330.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,0.95,,250.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,3.65,,1500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" ფორთოხალი",0,0,10.5,42.0,3.65,,1500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,10.0,40.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,10.0,40.0,3.65,,1500.0,0,სასმელები
"ცივი ჩაი ""ლიპტონ"" ატამი",0,0,6.0,25.0,2.3,,500.0,0,სასმელები
"ლიმონათი ""ბორჯომი"" აჭარული მანდარინი",0,0,12.0,48.0,2.75,,330.0,0,სასმელები
"ლიმონათი ""ბორჯომი"" ტარხუნა",0,0,12.0,48.0,2.75,,330.0,0,სასმელები
"წვენი ""ჰოპი"" ალუბალი (ტეტრაპაკი)",0,0,11.0,45.0,2.55,,500,0,სასმელები
"წვენი ""ჰოპი"" ატამი (ტეტრაპაკი)",0,0,11.0,44.0,2.55,,500,0,სასმელები
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,11.5,46.0,1.0,,200.0,0,სასმელები
"წვენი ""ჰოპი"" ფორთოხალი (ტეტრაპაკი)",0,0,11.8,47.0,2.55,,500,0,სასმელები
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,11.5,46.0,3.75,,500,0,სასმელები
"წვენი ""ლავი"" ბროწეული (ტეტრაპაკი)",0,0,12.0,48.0,3.75,,500,0,სასმელები
"წვენი ""ჰოპი"" ალოე ვერა",0,0,10.0,42.0,2.49,,500.0,0,სასმელები
"წვენი ""სანდორა""ატამი(ტეტრაპაკი)",0,0,11.0,44.0,2.2,,250.0,0,სასმელები
"წვენი ""ლავი"" ატმის ნექტარი (ტეტრაპაკი)",0,0,13.0,52.0,1.0,,200.0,0,სასმელები
"წვენი ""ლავი"" ხილის ნექტარი (ტეტრაპაკი)",0,0,12.5,50.0,1.0,,200.0,0,სასმელები
"წვენი ""სანდორა"" ბროწეული და არონია(ტეტრაპაკი)",0,0,11.8,47.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ალუბალი",0,0,11.5,46.0,2.2,,250.0,0,სასმელები
"წვენი ""სანდორა"" ვაშლი",0,0,11.5,46.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ალუბალი",0,0,11.5,46.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ატამი",0,0,11.0,44.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" მანგო (ტეტრაპაკი)",0,0,12.5,50.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" მულტიხილი",0,0,12.0,48.0,5.95,,950.0,0,სასმელები
"წვენი ""მუნ ბერი"" ალოე ვერა",0,0,10.0,40.0,2.5,,500.0,0,სასმელები
"ენერგეტიკული სასმელი ""ბუმ ფაიარ""",0,0,11.0,45.0,1.8,,330.0,0,სასმელები
